"","Mean","SE","Day_Treatment","Day","Plate.ID","Reading.Date.Time","Mean.RFU..Chl.a70.460.685.","Std.Dev.RFU..Chl.a70.460.685.","CV.RFU..Chl.a70.460.685.","Mean.RFU..Chl.a100.460.685.","Std.Dev.RFU..Chl.a100.460.685.","CV.RFU..Chl.a100.460.685.","Treatment"
"317",452.666666666667,35.6199070433624,"6_8",6,"Day6-Plate1 Algae-Bacteria Growth Experiment","3/22/2018 12:30",517,162.606,31.459,414,138.382,33.39,"8"
"318",452.666666666667,35.6199070433624,"6_8",6,"Day6-Plate3 Algae-Bacteria Growth Experiment","3/22/2018 12:55",447,167.565,37.468,429,177.145,41.271,"8"
"319",452.666666666667,35.6199070433624,"6_8",6,"Day6-Plate4 Algae-Bacteria Growth Experiment","3/22/2018 13:04",394,202.293,51.401,369,192.757,52.269,"8"
"320",556,36.1547599448076,"7_10",7,"Day7-Plate1 Algae-Bacteria Growth Experiment","3/23/2018 14:04",601,253.002,42.089,518,219.673,42.381,"10"
"321",556,36.1547599448076,"7_10",7,"Day7-Plate3 Algae-Bacteria Growth Experiment","3/23/2018 14:23",585,211.543,36.134,544,209.132,38.412,"10"
"322",556,36.1547599448076,"7_10",7,"Day7-Plate4 Algae-Bacteria Growth Experiment","3/23/2018 14:32",448,212.601,47.503,410,202.09,49.29,"10"
"323",556,36.1547599448076,"7_10",7,"Day7-Plate4 Algae-Bacteria Growth Experiment","3/23/2018 14:32",590,209.072,35.409,578,197.518,34.153,"10"
"324",422.5,54.5,"7_13",7,"Day7-Plate2 Algae-Bacteria Growth Experiment","3/23/2018 14:13",368,159.123,43.214,317,132.749,41.935,"13"
"325",422.5,54.5,"7_13",7,"Day7-Plate3 Algae-Bacteria Growth Experiment","3/23/2018 14:23",477,215.047,45.094,468,201.013,42.982,"13"
"326",428.666666666667,9.68389269755597,"7_14",7,"Day7-Plate2 Algae-Bacteria Growth Experiment","3/23/2018 14:13",418,156.271,37.415,378,151.752,40.158,"14"
"327",428.666666666667,9.68389269755597,"7_14",7,"Day7-Plate3 Algae-Bacteria Growth Experiment","3/23/2018 14:23",448,198.116,44.244,442,187.884,42.465,"14"
"328",428.666666666667,9.68389269755597,"7_14",7,"Day7-Plate4 Algae-Bacteria Growth Experiment","3/23/2018 14:32",420,200.806,47.824,403,184.762,45.859,"14"
"329",493,43.890014050275,"7_19",7,"Day7-Plate1 Algae-Bacteria Growth Experiment","3/23/2018 14:04",491,182.004,37.043,435,149.255,34.338,"19"
"330",493,43.890014050275,"7_19",7,"Day7-Plate2 Algae-Bacteria Growth Experiment","3/23/2018 14:13",418,221.398,53.008,369,192.683,52.155,"19"
"331",493,43.890014050275,"7_19",7,"Day7-Plate5 Algae-Bacteria Growth Experiment","3/23/2018 14:41",570,211.863,37.198,535,210.185,39.287,"19"
"332",472.8,23.5486729987063,"7_2",7,"Day7-Plate1 Algae-Bacteria Growth Experiment","3/23/2018 14:04",511,189.35,37.055,463,168.43,36.352,"2"
"333",472.8,23.5486729987063,"7_2",7,"Day7-Plate2 Algae-Bacteria Growth Experiment","3/23/2018 14:13",394,187.396,47.589,382,184.851,48.348,"2"
"334",472.8,23.5486729987063,"7_2",7,"Day7-Plate3 Algae-Bacteria Growth Experiment","3/23/2018 14:23",480,253.221,52.803,466,247.733,53.124,"2"
"335",472.8,23.5486729987063,"7_2",7,"Day7-Plate4 Algae-Bacteria Growth Experiment","3/23/2018 14:32",452,191.989,42.486,439,196.516,44.764,"2"
"336",472.8,23.5486729987063,"7_2",7,"Day7-Plate5 Algae-Bacteria Growth Experiment","3/23/2018 14:41",527,213.268,40.451,507,186.566,36.766,"2"
"337",595,29.8161030317512,"7_20",7,"Day7-Plate1 Algae-Bacteria Growth Experiment","3/23/2018 14:04",636,233.979,36.77,551,197.993,35.919,"20"
"338",595,29.8161030317512,"7_20",7,"Day7-Plate3 Algae-Bacteria Growth Experiment","3/23/2018 14:23",537,188.744,35.155,514,183.162,35.619,"20"
"339",595,29.8161030317512,"7_20",7,"Day7-Plate5 Algae-Bacteria Growth Experiment","3/23/2018 14:41",612,263.228,43.034,572,248.925,43.501,"20"
"340",566,34.7754702819866,"7_23",7,"Day7-Plate2 Algae-Bacteria Growth Experiment","3/23/2018 14:13",500,172.295,34.428,450,144.969,32.191,"23"
"341",566,34.7754702819866,"7_23",7,"Day7-Plate3 Algae-Bacteria Growth Experiment","3/23/2018 14:23",580,231.614,39.941,529,199.765,37.771,"23"
"342",566,34.7754702819866,"7_23",7,"Day7-Plate5 Algae-Bacteria Growth Experiment","3/23/2018 14:41",618,222.719,36.045,592,223.39,37.721,"23"
"343",402,30.4357246231026,"7_24",7,"Day7-Plate1 Algae-Bacteria Growth Experiment","3/23/2018 14:04",449,209.911,46.774,398,187.569,47.181,"24"
"344",402,30.4357246231026,"7_24",7,"Day7-Plate2 Algae-Bacteria Growth Experiment","3/23/2018 14:13",345,129.674,37.611,305,114.525,37.563,"24"
"345",402,30.4357246231026,"7_24",7,"Day7-Plate4 Algae-Bacteria Growth Experiment","3/23/2018 14:32",412,163.64,39.708,417,156.199,37.498,"24"
"346",475,35.5527776692624,"7_8",7,"Day7-Plate1 Algae-Bacteria Growth Experiment","3/23/2018 14:04",527,179.041,33.966,442,131.531,29.751,"8"
"347",475,35.5527776692624,"7_8",7,"Day7-Plate3 Algae-Bacteria Growth Experiment","3/23/2018 14:23",491,189.248,38.552,461,176.168,38.251,"8"
"348",475,35.5527776692624,"7_8",7,"Day7-Plate4 Algae-Bacteria Growth Experiment","3/23/2018 14:32",407,201.203,49.395,396,194.206,48.987,"8"
"349",587.25,38.2434634937789,"8_10",8,"Day8-Plate1 Algae-Bacteria Growth Experiment","3/24/2018 15:45",588,251.057,42.697,464,188.236,40.539,"10"
"350",587.25,38.2434634937789,"8_10",8,"Day8-Plate3 Algae-Bacteria Growth Experiment","3/24/2018 16:05",617,247.639,40.114,569,218.688,38.426,"10"
"351",587.25,38.2434634937789,"8_10",8,"Day8-Plate4 Algae-Bacteria Growth Experiment","3/24/2018 16:15",482,252.128,52.285,434,228.481,52.632,"10"
"352",587.25,38.2434634937789,"8_10",8,"Day8-Plate4 Algae-Bacteria Growth Experiment","3/24/2018 16:15",662,231.76,35.003,674,235.935,34.994,"10"
"353",452,2,"8_13",8,"Day8-Plate2 Algae-Bacteria Growth Experiment","3/24/2018 15:56",454,181.885,40.063,408,171.273,41.967,"13"
"354",452,2,"8_13",8,"Day8-Plate3 Algae-Bacteria Growth Experiment","3/24/2018 16:05",450,177.428,39.399,404,154.99,38.332,"13"
"355",443,6.65832811847939,"8_14",8,"Day8-Plate2 Algae-Bacteria Growth Experiment","3/24/2018 15:56",452,177.723,39.319,404,159.922,39.617,"14"
"356",443,6.65832811847939,"8_14",8,"Day8-Plate3 Algae-Bacteria Growth Experiment","3/24/2018 16:05",430,183.421,42.678,433,187.523,43.308,"14"
"357",443,6.65832811847939,"8_14",8,"Day8-Plate4 Algae-Bacteria Growth Experiment","3/24/2018 16:15",447,215.987,48.343,447,214.168,47.865,"14"
"358",491.666666666667,32.5900461968238,"8_19",8,"Day8-Plate1 Algae-Bacteria Growth Experiment","3/24/2018 15:45",477,155.376,32.574,411,128.84,31.314,"19"
"359",491.666666666667,32.5900461968238,"8_19",8,"Day8-Plate2 Algae-Bacteria Growth Experiment","3/24/2018 15:56",444,227.876,51.375,386,187.776,48.605,"19"
"360",491.666666666667,32.5900461968238,"8_19",8,"Day8-Plate5 Algae-Bacteria Growth Experiment","3/24/2018 16:24",554,215.142,38.865,522,201.606,38.655,"19"
"361",474.8,30.1171047745297,"8_2",8,"Day8-Plate1 Algae-Bacteria Growth Experiment","3/24/2018 15:45",537,197.83,36.817,466,168.519,36.154,"2"
"362",474.8,30.1171047745297,"8_2",8,"Day8-Plate2 Algae-Bacteria Growth Experiment","3/24/2018 15:56",396,186.236,47.056,365,161.187,44.107,"2"
"363",474.8,30.1171047745297,"8_2",8,"Day8-Plate3 Algae-Bacteria Growth Experiment","3/24/2018 16:05",449,212.906,47.371,414,199.35,48.1,"2"
"364",474.8,30.1171047745297,"8_2",8,"Day8-Plate4 Algae-Bacteria Growth Experiment","3/24/2018 16:15",439,189.247,43.065,450,205.334,45.641,"2"
"365",474.8,30.1171047745297,"8_2",8,"Day8-Plate5 Algae-Bacteria Growth Experiment","3/24/2018 16:24",553,211.499,38.246,517,197.661,38.208,"2"
"366",626,22.8108161479008,"8_20",8,"Day8-Plate1 Algae-Bacteria Growth Experiment","3/24/2018 15:45",666,243.239,36.516,542,182.603,33.684,"20"
"367",626,22.8108161479008,"8_20",8,"Day8-Plate3 Algae-Bacteria Growth Experiment","3/24/2018 16:05",587,245.651,41.817,586,231.078,39.448,"20"
"368",626,22.8108161479008,"8_20",8,"Day8-Plate5 Algae-Bacteria Growth Experiment","3/24/2018 16:24",625,265.492,42.456,604,254.075,42.065,"20"
"369",597.666666666667,21.9418423211098,"8_23",8,"Day8-Plate2 Algae-Bacteria Growth Experiment","3/24/2018 15:56",560,203.68,36.379,512,177.244,34.603,"23"
"370",597.666666666667,21.9418423211098,"8_23",8,"Day8-Plate3 Algae-Bacteria Growth Experiment","3/24/2018 16:05",597,244.856,40.984,558,215.778,38.654,"23"
"371",597.666666666667,21.9418423211098,"8_23",8,"Day8-Plate5 Algae-Bacteria Growth Experiment","3/24/2018 16:24",636,253.003,39.801,599,242.808,40.536,"23"
"372",432,10.2143689640297,"8_24",8,"Day8-Plate1 Algae-Bacteria Growth Experiment","3/24/2018 15:45",448,220.519,49.211,373,179.512,48.084,"24"
"373",432,10.2143689640297,"8_24",8,"Day8-Plate2 Algae-Bacteria Growth Experiment","3/24/2018 15:56",413,166.463,40.338,362,138.661,38.304,"24"
"374",432,10.2143689640297,"8_24",8,"Day8-Plate4 Algae-Bacteria Growth Experiment","3/24/2018 16:15",435,182.325,41.903,417,176.991,42.421,"24"
"375",486.666666666667,23.2115871447382,"8_8",8,"Day8-Plate1 Algae-Bacteria Growth Experiment","3/24/2018 15:45",533,184.416,34.629,433,147.37,34.035,"8"
"376",486.666666666667,23.2115871447382,"8_8",8,"Day8-Plate3 Algae-Bacteria Growth Experiment","3/24/2018 16:05",466,159.049,34.163,445,143.124,32.163,"8"
"377",486.666666666667,23.2115871447382,"8_8",8,"Day8-Plate4 Algae-Bacteria Growth Experiment","3/24/2018 16:15",461,236.476,51.309,452,251.176,55.515,"8"
"378",598,39.5073832762097,"9_10",9,"Day9-Plate1 Algae-Bacteria Growth Experiment","3/25/2018 14:23",590,270.771,45.911,432,176.559,40.881,"10"
"379",598,39.5073832762097,"9_10",9,"Day9-Plate3 Algae-Bacteria Growth Experiment","3/25/2018 14:41",597,213.297,35.721,536,189.277,35.32,"10"
"380",598,39.5073832762097,"9_10",9,"Day9-Plate4 Algae-Bacteria Growth Experiment","3/25/2018 14:51",506,274.867,54.31,485,264.477,54.544,"10"
"381",598,39.5073832762097,"9_10",9,"Day9-Plate4 Algae-Bacteria Growth Experiment","3/25/2018 14:51",699,244.432,34.991,673,226.892,33.691,"10"
"382",467.5,34.5,"9_13",9,"Day9-Plate2 Algae-Bacteria Growth Experiment","3/25/2018 14:32",433,180.22,41.632,347,146.367,42.14,"13"
"383",467.5,34.5,"9_13",9,"Day9-Plate3 Algae-Bacteria Growth Experiment","3/25/2018 14:41",502,205.375,40.948,452,182.562,40.4,"13"
"384",483.666666666667,5.48735921105144,"9_14",9,"Day9-Plate2 Algae-Bacteria Growth Experiment","3/25/2018 14:32",484,184.352,38.098,414,157.495,38.012,"14"
"385",483.666666666667,5.48735921105144,"9_14",9,"Day9-Plate3 Algae-Bacteria Growth Experiment","3/25/2018 14:41",474,205.843,43.406,463,204.782,44.272,"14"
"386",483.666666666667,5.48735921105144,"9_14",9,"Day9-Plate4 Algae-Bacteria Growth Experiment","3/25/2018 14:51",493,232.852,47.253,480,232.189,48.384,"14"
"387",515.666666666667,8.00694143297621,"9_19",9,"Day9-Plate1 Algae-Bacteria Growth Experiment","3/25/2018 14:23",531,187.366,35.293,439,146.411,33.359,"19"
"388",515.666666666667,8.00694143297621,"9_19",9,"Day9-Plate2 Algae-Bacteria Growth Experiment","3/25/2018 14:32",504,269.022,53.389,473,254.865,53.832,"19"
"389",515.666666666667,8.00694143297621,"9_19",9,"Day9-Plate5 Algae-Bacteria Growth Experiment","3/25/2018 15:00",512,179.934,35.159,498,181.397,36.401,"19"
"390",517.8,20.1777104746797,"9_2",9,"Day9-Plate1 Algae-Bacteria Growth Experiment","3/25/2018 14:23",549,207.523,37.793,468,157.871,33.741,"2"
"391",517.8,20.1777104746797,"9_2",9,"Day9-Plate2 Algae-Bacteria Growth Experiment","3/25/2018 14:32",444,194.321,43.799,416,176.238,42.365,"2"
"392",517.8,20.1777104746797,"9_2",9,"Day9-Plate3 Algae-Bacteria Growth Experiment","3/25/2018 14:41",529,250.697,47.431,461,206.188,44.726,"2"
"393",517.8,20.1777104746797,"9_2",9,"Day9-Plate4 Algae-Bacteria Growth Experiment","3/25/2018 14:51",510,213.43,41.885,490,234.552,47.857,"2"
"394",517.8,20.1777104746797,"9_2",9,"Day9-Plate5 Algae-Bacteria Growth Experiment","3/25/2018 15:00",557,211.88,38.055,535,184.196,34.401,"2"
"395",640,17.6162803489651,"9_20",9,"Day9-Plate1 Algae-Bacteria Growth Experiment","3/25/2018 14:23",670,255.573,38.139,558,219.207,39.308,"20"
"396",640,17.6162803489651,"9_20",9,"Day9-Plate3 Algae-Bacteria Growth Experiment","3/25/2018 14:41",641,285.759,44.549,619,261.872,42.328,"20"
"397",640,17.6162803489651,"9_20",9,"Day9-Plate5 Algae-Bacteria Growth Experiment","3/25/2018 15:00",609,254.596,41.813,585,239.878,41.036,"20"
"398",603,34.4431899413125,"9_23",9,"Day9-Plate2 Algae-Bacteria Growth Experiment","3/25/2018 14:32",546,160.4,29.395,490,140.977,28.777,"23"
"399",603,34.4431899413125,"9_23",9,"Day9-Plate3 Algae-Bacteria Growth Experiment","3/25/2018 14:41",598,228.567,38.25,526,198.992,37.815,"23"
"400",603,34.4431899413125,"9_23",9,"Day9-Plate5 Algae-Bacteria Growth Experiment","3/25/2018 15:00",665,263.166,39.561,633,246.277,38.934,"23"
"401",472.666666666667,22.8132515096916,"9_24",9,"Day9-Plate1 Algae-Bacteria Growth Experiment","3/25/2018 14:23",480,236.227,49.168,441,224.298,50.836,"24"
"402",472.666666666667,22.8132515096916,"9_24",9,"Day9-Plate2 Algae-Bacteria Growth Experiment","3/25/2018 14:32",430,174.086,40.496,349,143.083,40.972,"24"
"403",472.666666666667,22.8132515096916,"9_24",9,"Day9-Plate4 Algae-Bacteria Growth Experiment","3/25/2018 14:51",508,231.241,45.54,468,212.658,45.483,"24"
"404",506.333333333333,3.92994204085053,"9_8",9,"Day9-Plate1 Algae-Bacteria Growth Experiment","3/25/2018 14:23",514,154.765,30.11,414,131.137,31.684,"8"
"405",506.333333333333,3.92994204085053,"9_8",9,"Day9-Plate3 Algae-Bacteria Growth Experiment","3/25/2018 14:41",504,177.434,35.182,436,140.012,32.129,"8"
"406",506.333333333333,3.92994204085053,"9_8",9,"Day9-Plate4 Algae-Bacteria Growth Experiment","3/25/2018 14:51",501,258.081,51.468,466,252.041,54.073,"8"
